clientid;income;age;loan;default
1541;395.733.414.380.811;29.137.026.176.787.800;578.588.427.485.782;1
1542;41.052.365.784.999;49.911.707.181.017.700;465.295.174.811.759;0
1543;378.951.817.331.836;545.151.493.181.475;607.134.020.471.132;0
1544;4.482.723.377.179.340;562.984.954.169.951;263.991.684.550.513;0
1545;28.341.086.772.270.400;39.961.768.785.025.800;224.824.291.357.626;0
1546;568.872.027.960.606;364.170.332.560.316;109.695.966.863.322;0
1547;251.465.956.843.458;21.054.199.264.384.800;289.065.279.259.851;0
1548;54.739.164.519.123.700;280.218.697.916.716;72.189.682.240.579.100;1
1549;30.497.204.505.372.700;28.476.944.413.036.100;457.359.408.976.341;1
1550;25.358.897.941.187.000;411.717.944.289.558;222.022.559.978.896;0
1551;299.935.633.013.956;49.055.773.179.978.100;27.495.856.968.328.800;0
1552;64.675.779.482.349.800;305.151.092.219.166;462.860.300.266.554;0
1553;56.256.038.874.853.300;221.605.025.473.982;545.224.453.174.869;0
1554;317.023.342.987.522;284.226.720.966.399;35.877.223.890.690.200;0
1555;34.113.113.284.111;308.335.623.210.296;636.015.489.740.922;1
1556;446.660.128.468.648;547.025.232.999.586;754.844.437.291.303;0
1557;39.421.366.835.012.900;264.306.427.794.509;6.111.961.017.092.230;1
1558;216.831.937.246.025;460.273.932.213.895;339.592.268.926.788;0
1559;65.697.592.839.133;36.286.159.678.362.200;5.644.653.158.554.970;0
1560;686.577.893.025.242;35.764.108.172.152.200;242.794.988.726.108;0
1561;669.814.129.988.663;27.480.954.650.323.800;667.856.280.037.054;0
1562;45.971.133.494.749.600;27.398.472.916.334.800;477.649.048.616.368;0
1563;429.659.927.543.253;4.519.554.598.908.870;810.905.140.901.618;0
1564;508.958.103.414.625;189.570.020.614.192;555.683.987.007.072;0
1565;461.750.319.390.558;369.153.439.118.527;10.640.818.754.243.600;0
1566;4.498.489.911.668;517.472.122.898.325;4.584.611.815.906;0
1567;6.694.186.486.303.800;22.540.735.562.797.600;12.380.624.706.792;1
1568;310.221.448.470.838;391.758.576.631.546;6.144.939.435.945.940;0
1569;46.583.199.598.826.500;32.704.374.910.332.300;624.127.050.834.808;1
1570;56.201.841.430.738.600;43.277.520.182.542.400;834.632.092.177.162;0
1571;315.870.648.645.796;56.325.616.270.303.700;26.778.257.134.135;0
1572;407.161.908.852.868;25.805.651.593.022;23.897.007.594.319.500;0
1573;649.660.656.391.643;28.379.293.691.366.800;11.495.731.101.963.700;1
1574;685.032.058.903.016;192.805.354.306.474;358.046.367.722.387;0
1575;338.675.022.637.472;301.578.542.543.575;5.714.026.373.679.870;1
1576;54.195.015.172.008.300;39.301.748.240.832.200;6.649.801.458.944.870;0
1577;505.653.370.916.843;626.558.653.847.314;693.196.416.870.457;0
1578;572.161.010.163.836;318.223.280.687.816;35.543.893.651.037.800;0
1579;29.849.967.143.964;399.287.241.469.137;367.889.967.602.364;0
1580;2.907.215.179.177;384.758.883.691.393;158.943.843.220.617;0
1581;297.751.422.203.146;210.349.717.177.451;332.723.623.483.166;0
1582;466.727.131.442.167;54.548.703.772.947.200;140.849.771.708.358;0
1583;6.639.371.115.481.480;58.612.272.090.278.500;9.540.416.625.887.620;0
1584;29.338.256.448.973;256.901.291.194.372;512.040.679.717.739;1
1585;672.895.856.830.291;267.274.004.640.058;133.767.977.060.636;1
1586;45.980.334.344.785.700;319.483.236.707.747;592.909.802.983.651;1
1587;341.636.256.477.796;45.782.717.915.251.800;661.740.017.195.646;0
1588;52.216.815.801.803;236.371.360.039.338;680.333.339.273.416;1
1589;623.132.776.282.728;609.173.057.088.628;925.795.592.135.596;0
1590;492.056.370.992.213;246.220.297.645.777;339.385.658.908.614;0
1591;656.887.315.027.416;245.644.754.115.492;36.738.704.148.985.700;0
1592;434.898.284.543.306;51.733.790.383.674.200;6.501.041.225.662.320;0
1593;409.666.745.271.534;46.755.072.151.776.300;239.352.414.875.071;0
1594;372.614.471.171.983;237.183.924.899.437;20.755.198.219.004;0
1595;587.754.038.907.588;45.697.216.598.317.000;5.673.599.822.075.790;0
1596;393.958.304.123.953;363.704.711.874.016;75.578.733.378.587;0
1597;21.144.162.146.374.500;583.921.971.502.714;9.877.941.458.290.890;0
1598;331.261.327.187.531;50.963.954.247.534.200;4.169.992.872.455.120;0
1599;309.315.060.195.513;358.824.849.808.589;107.478.790.405.487;0
1600;319.369.420.106.523;590.371.277.481.318;40.879.950.476.953.700;0
1601;38.157.029.675.785.400;51.528.140.125.330.400;562.801.200.410.865;0
1602;210.328.186.908.737;300.824.641.142.972;40.240.893.667.788.800;1
1603;502.385.324.728.675;345.552.007.704.973;256.761.515.437.351;0
1604;673.466.624.622.233;349.015.168.333.426;675.212.245.843.297;0
1605;332.616.460.206.918;18.229.629.389.476;5.866.510.961.630.650;0
1606;53.113.036.095.164.600;594.368.922.766.298;100.805.243.838.632;0
1607;427.499.903.179.705;564.190.945.834.853;462.653.863.737.325;0
1608;421.081.999.246.962;26.991.351.277.101.800;102.097.816.418.314;0
1609;613.445.322.075.859;201.755.322.436.802;717.265.433.235.279;0
1610;547.386.822.919.361;267.719.294.563.867;6.210.728.279.474.510;0
1611;696.951.504.494.064;264.244.834.128.767;841.825.315.995.041;1
1612;625.073.547.754.437;279.570.272.588.171;6.590.777.229.734.050;0
1613;619.227.746.431.716;248.086.569.984.443;193.308.292.037.314;0
1614;580.237.237.666.734;427.518.386.649.899;27.857.795.625.491.300;0
1615;270.108.837.680.891;36.609.622.445.888.700;237.317.525.529.916;0
1616;211.946.161.743.253;259.131.900.230.423;110.284.809.429.723;0
1617;683.380.974.037.573;343.344.714.795.239;128.406.967.096.981;1
1618;677.727.936.813.608;41.515.260.858.461.200;50.379.338.614.917;0
1619;671.318.026.888.184;580.628.085.201.606;22.714.045.367.837.100;0
1620;331.592.172.780.074;42.343.177.925.795.200;21.355.321.373.166.000;0
1621;660.870.884.708.129;511.457.220.236.771;11.039.288.718.792.000;0
1622;60.362.344.274.762.900;246.941.230.664.961;10.306.705.364.572.100;1
1623;54.609.465.184.621.500;18.413.736.339.658.500;561.820.456.988.315;0
1624;63.637.281.830.888.200;26.851.987.544.912.800;9.955.225.361.701.900;1
1625;409.185.702.959.076;37.185.845.421.161.400;38.136.992.679.593.100;0
1626;514.861.303.195.357;335.510.297.357.105;395.511.335.056.197;0
1627;448.962.564.859.539;4.861.068.103.089.920;378.763.914.107.534;0
1628;248.776.844.050.735;29.823.620.389.681.300;154.642.288.551.626;0
1629;52.263.355.504.255.700;342.960.922.359.489;101.619.466.747.561;1
1630;427.755.255.065.858;39.227.083.160.542;614.598.775.686.718;0
1631;670.640.136.743.896;181.760.434.475.727;894.528.946.874.109;1
1632;50.307.944.677.770.000;51.912.932.369.858;72.079.411.733.377;0
1633;37.432.680.958.882;226.691.616.862.081;4.445.502.385.401.020;0
1634;3.008.415.883.407;184.508.251.422.085;737.253.724.397.632;0
1635;614.274.146.431.126;201.080.088.275.485;216.331.248.732.975;0
1636;54.718.852.792.866.500;295.248.576.789.163;288.328.410.681.555;0
1637;479.235.755.093.396;5.721.906.913.165;6.931.716.435.305.070;0
1638;22.880.727.604.497.200;184.288.676.595.315;190.921.513.932.129;0
1639;461.185.501.003.638;23.974.000.670.947.100;272.831.148.575.531;0
1640;350.823.856.936.768;41.153.689.483.646.200;291.847.772.058.734;0
1641;38.387.322.279.159;30.076.033.597.346.300;6.453.507.839.377.470;1
1642;57.413.572.240.620.800;4.391.195.050.161.320;942.129.841.256.448;0
1643;281.980.973.365.717;6.243.771.619.396.270;437.079.361.949.515;0
1644;501.178.570.371.121;328.272.838.406.265;35.990.688.208.868.100;0
1645;34.876.332.925.632.500;534.156.972.491.182;310.234.705.911.763;0
1646;641.264.916.793.443;19.297.853.528.987.600;495.694.156.453.161;0
1647;41.916.692.680.679.300;481.487.081.670.202;610.610.958.603.407;0
1648;50.052.292.929.031;274.822.348.952.293;5.589.328.271.244.820;0
1649;391.589.175.141.416;412.967.821.788.043;6.887.738.420.899.970;0
1650;62.219.037.539.325.700;195.239.827.041.514;583.152.142.854.804;0
1651;671.513.186.115.772;516.550.989.500.247;394.169.867.338.911;0
1652;46.166.163.128.800.700;259.961.206.219.159;9.017.531.176.543.960;0
1653;238.817.865.075.544;32.893.709.717.318.300;119.063.010.538.961;0
1654;484.451.131.243.259;38.979.567.678.179.600;873.344.221.481.746;0
1655;324.416.520.120.576;587.095.565.763.302;840.714.206.590.161;0
1656;33.820.186.513.476.000;610.508.843.427.524;434.217.811.096.838;0
1657;61.812.901.350.203.800;52.961.987.729.650.000;312.431.240.923.735;0
1658;253.475.726.628.676;616.453.948.724.084;218.850.308.566.908;0
1659;339.655.237.086.117;43.912.746.462.971;312.389.873.794.984;0
1660;23.641.702.677.123.100;568.136.033.872.142;420.350.355.956.808;0
1661;506.609.042.454.511;52.168.664.039.578.200;75.110.034.944.948;0
1662;440.372.439.846.396;58.440.507.242.921.700;5.269.518.402.890.620;0
1663;516.571.239.614.859;354.146.975.870.244;609.350.885.818.378;0
1664;46.573.244.377.505;531.107.936.897.315;553.329.218.872.027;0
1665;26.922.462.221.700.600;441.555.712.055.415;39.500.007.899.560.400;0
1666;484.142.515.389.249;21.953.589.855.227.600;21.057.095.047.383.100;0
1667;43.974.840.529.263;47.432.411.029.934.900;8.371.493.105.428;0
1668;659.138.320.060.447;227.890.518.046.916;12.972.418.362.774.300;1
1669;647.159.989.736.974;60.939.410.349.819.700;11.173.808.451.968.200;0
1670;254.819.879.122.078;4.836.229.289.136.820;400.581.614.803.106;0
1671;541.705.326.107.331;37.441.050.716.210.200;104.893.237.153.118;0
1672;516.537.047.387.101;19.877.511.996.775.800;185.341.915.551.256;0
1673;660.545.062.320.307;390.771.388.872.527;103.210.987.007.481;0
1674;60.019.447.135.273.300;193.824.147.786.945;697.834.712.803.046;0
1675;315.239.528.589.882;622.749.227.751.046;56.970.214.691.969.200;0
1676;656.609.485.438.094;22.194.990.343.414.100;931.526.418.784.096;0
1677;618.934.836.401.604;19.179.906.499.572.100;603.816.266.197.042;0
1678;492.300.982.051.529;478.461.147.677.153;8.375.729.867.077.420;0
1679;383.378.294.692.375;555.069.526.312.873;569.109.348.958.924;0
1680;640.164.333.907.887;44.276.950.193.103.300;100.483.942.099.748;0
1681;46.308.645.156.677.800;407.064.615.902.491;681.548.514.146.401;0
1682;662.091.442.663.223;45.188.193.826.470.400;713.465.611.853.662;0
1683;4.777.071.142.336.340;339.493.660.898.879;5.366.868.792.741.480;0
1684;29.856.486.320.495.600;18.055.874.488.782.100;473.181.686.363.074;1
1685;214.514.972.921.461;521.840.196.205.303;171.903.804.390.983;0
1686;59.673.170.447.349.500;572.866.714.606.062;7.533.679.838.739.870;0
1687;474.814.296.397.381;204.952.215.258.963;940.287.611.781.971;1
1688;362.197.729.106.992;56.838.900.666.683.900;428.079.419.881.294;0
1689;59.458.704.343.996.900;564.301.745.630.801;15.133.276.370.025.300;0
1690;670.108.409.761.451;51.522.295.596.077.900;11.646.910.605.904.000;0
1691;58.693.419.424.817;271.762.848.948.129;403.315.351.918.701;0
1692;430.410.413.932.987;46.998.457.327.485.100;224.550.527.811.304;0
1693;31.920.412.722.975;5.215.906.047.308.820;21.718.796.207.658.000;0
1694;327.711.254.055.612;58.932.584.867.347;185.368.197.037.988;0
1695;5.548.714.712.960.650;32.102.719.482.034.300;178.692.471.563.294;0
1696;684.068.071.702.495;460.562.726.054.341;24.914.608.613.576.300;0
1697;372.771.230.572.835;28.354.908.418.376.000;424.264.064.753.559;0
1698;397.625.265.805.982;25.669.949.863.571.700;38.093.471.551.494.600;0
1699;416.742.431.395.687;546.583.339.176.141;32.032.046.561.695.500;0
1700;25.789.742.025.081.000;453.162.111.518.905;44.423.317.798.669.700;0
1701;245.750.598.888.844;36.690.029.055.345.700;16.677.487.671.760.000;0
1702;58.082.360.103.726.300;60.156.327.033.881.100;917.566.731.776.003;0
1703;678.818.804.956.973;5.326.011.154.428.120;105.035.712.534.477;0
1704;5.011.505.489.703.260;267.789.781.559.259;344.700.215.249.966;0
1705;404.432.036.262.006;336.592.989.233.322;185.725.232.688.308;0
1706;6.582.483.738.195.150;19.673.241.277.690.900;154.945.616.250.235;0
1707;511.998.698.394.746;22.403.576.805.721.900;40.648.180.932.401.800;0
1708;670.322.894.630.954;443.261.667.871.848;5.487.820.265.810.820;0
1709;422.056.829.021.312;234.349.054.512.568;244.473.719.560.844;0
1710;377.303.621.079.773;524.298.810.074.106;527.355.935.226.625;0
1711;473.983.110.440.895;50.173.426.982.481.000;904.187.883.545.742;0
1712;48.933.209.693.059.200;50.065.782.949.794.100;50.713.718.912.882.200;0
1713;530.788.558.349.013;4.917.618.969.455.360;105.663.538.692.233;0
1714;53.236.992.999.445.500;579.326.121.918.857;703.602.197.848.316;0
1715;58.121.954.689.268;58.363.808.711.525.000;51.611.074.086.113.500;0
1716;57.261.151.394.341.100;402.325.591.379.777;25.277.559.225.466.600;0
1717;521.025.909.041.055;19.372.464.833.315.400;8.799.819.841.916.750;1
1718;451.659.259.549.342;379.000.043.827.109;55.345.507.976.726;0
1719;588.092.924.724.333;37.459.188.552.573.200;547.058.784.591.839;0
1720;36.598.340.473.137.700;419.621.296.385.303;68.492.948.103.027;0
1721;62.096.282.611.601.100;250.234.321.518.801;803.474.777.409.028;1
1722;681.140.709.831.379;4.719.519.398.175.170;432.509.926.791.081;0
1723;679.784.668.539.651;23.456.651.375.163.300;7.382.502.551.328.300;0
1724;266.155.242.966.488;533.503.221.618.012;345.819.361.435.323;0
1725;5.125.437.000.999.230;50.649.407.097.604.100;874.720.862.916.447;0
1726;344.289.726.391.435;273.684.103.004.634;601.661.509.078.929;1
1727;60.974.587.143.864.500;338.957.485.635.765;616.565.881.962.793;0
1728;633.307.345.490.903;30.230.243.618.600.100;517.089.985.156.585;0
1729;58.168.474.065.605.500;27.471.521.140.541.800;293.536.765.668.552;0
1730;595.796.092.110.686;511.302.135.973.237;231.936.285.651.329;0
1731;52.219.895.499.292.800;476.798.677.346.669;6.560.469.542.035.430;0
1732;28.700.872.585.177.400;28.797.041.818.499.600;509.031.049.085.575;1
1733;27.193.743.053.357.900;214.095.960.748.382;45.188.583.509.090.300;1
1734;674.175.709.998.235;29.910.983.558.744.100;647.840.253.245.573;0
1735;573.414.327.739.738;2.347.849.796.433;784.894.856.825.166;0
1736;64.056.536.117.568.600;4.886.906.317.761.170;598.280.503.901.825;0
1737;663.706.935.057.417;3.840.550.486.650.320;59.060.343.086.742.600;0
1738;45.045.431.649.777.900;586.236.949.465.238;848.940.598.539.328;0
1739;5.860.913.148.382.670;220.975.798.517.466;42.705.329.956.158;0
1740;532.890.679.710.545;323.002.068.898.641;7.395.513.416.308.140;1
1741;60.309.328.830.335.300;343.790.548.262.186;234.307.383.332.144;0
1742;451.394.863.938.913;19.617.209.166.754;174.369.146.395.254;0
1743;22.815.640.612.971;617.265.654.839.575;27.490.798.436.118.100;0
1744;452.150.146.872.737;27.838.848.117.739;38.385.016.732.649.900;0
1745;40.568.075.182.382;359.414.662.765.339;59.903.186.079.527.600;0
1746;437.212.518.113.665;55.127.708.339.597.900;5.923.392.464.496.320;0
1747;38.129.754.869.733;19.084.409.590.344.800;39.647.292.778.685.900;0
1748;22.547.961.636.446.400;576.264.127.613.977;29.572.957.122.300.800;0
1749;574.680.594.424.717;622.650.460.018.776;8.452.955.623.884.440;0
1750;255.346.735.171.042;37.871.756.194.159.300;108.496.694.239.575;0
1751;26.325.503.392.145;563.502.777.488.902;333.613.147.168.388;0
1752;659.138.308.418.915;364.777.576.490.305;117.389.157.053.453;0
1753;671.191.359.567.456;18.055.188.510.566.800;27.252.403.131.963.100;0
1754;62.020.468.134.432.900;566.535.365.092.568;11.420.988.809.934.200;0
1755;379.658.493.376.337;27.828.579.597.175.100;299.054.705.855.901;0
1756;62.114.856.024.272.600;30.749.477.461.446.000;12.115.892.310.922;1
1757;36.871.061.758.138.100;460.343.616.371.974;79.271.105.443.821;0
1758;65.030.909.345.950.800;3.670.069.066.202.270;223.197.616.645.921;0
1759;231.936.045.968.905;41.936.056.522.186.700;548.596.116.253.349;0
1760;595.686.243.195.087;405.589.190.921.746;76.853.267.435.919;0
1761;505.275.841.732.509;266.529.626.757.838;563.924.568.873.359;0
1762;60.776.110.207.662;342.069.418.113.679;10.382.439.679.089;1
1763;616.322.827.106.342;344.308.087.760.583;30.285.913.283.043.700;0
1764;459.304.526.494.816;499.913.307.242.095;77.652.528.273.280.900;0
1765;258.577.655.931.003;41.758.354.416.582.700;181.023.233.886.952;0
1766;55.093.921.225.052.300;551.760.833.254.084;64.853.015.902.704;0
1767;423.013.344.802.894;195.034.356.811.084;148.061.489.018.621;0
1768;519.035.342.545.249;597.626.620.447.263;8.807.867.970.998.090;0
1769;64.398.146.157.618.600;355.975.403.040.648;167.490.563.293.026;0
1770;410.895.108.291.879;576.274.173.790.589;997.184.168.539.689;0
1771;367.275.508.982.129;24.597.318.194.340.800;7.945.568.182.373.860;0
1772;38.163.394.543.808;632.516.524.642.706;45.430.767.679.965.900;0
1773;359.498.964.087.106;567.387.455.981.225;368.017.702.845.819;0
1774;44.979.802.186.135.100;325.319.016.040.303;60.450.894.869.837;1
1775;482.115.818.350.576;305.573.441.837.914;260.612.469.797.143;0
1776;282.670.899.457.298;546.462.766.956.538;9.653.732.272.185.180;0
1777;33.816.223.340.109;60.248.191.382.735.900;5.265.743.252.438.280;0
1778;33.078.995.980.322.400;36.327.199.691.440.800;627.831.627.900.097;0
1779;360.198.171.972.297;42.845.665.691.886.100;298.796.212.327.688;0
1780;342.385.302.926.414;634.341.880.124.994;6.002.935.110.435.230;0
1781;620.645.206.817.426;228.258.572.579.361;297.238.102.277.662;0
1782;4.486.761.524.342;5.581.275.256.024.670;366.101.104.406.139;0
1783;371.628.882.177.174;288.766.067.125.835;311.053.114.737.451;0
1784;656.809.480.208.904;62.779.426.620.341.700;883.823.130.454.766;0
1785;587.728.574.802.168;465.050.383.456.983;70.480.053.433.926.700;0
1786;324.352.481.099.777;4.306.626.362.213.860;5.685.405.228.108.670;0
1787;580.282.131.955.028;500.954.817.184.247;575.389.502.717.095;0
1788;60.595.275.326.632;622.207.088.721.916;4.534.490.221.631.350;0
1789;365.658.038.924.448;198.994.022.835.977;18.883.347.360.569.800;0
1790;207.426.969.707.012;615.984.211.568.721;229.581.809.350.674;0
1791;466.666.380.106.471;187.455.757.549.033;767.782.385.557.827;1
1792;3.220.356.693.957;611.675.705.555.826;8.380.214.411.221.620;0
1793;36.535.315.394.867.200;298.748.918.231.577;271.725.187.722.127;0
1794;281.632.950.692.438;5.800.352.913.793.170;21.211.519.558.446.300;0
1795;39.019.357.743.673;31.792.708.855.588.000;31.965.597.688.723.400;0
1796;24.709.083.249.326.800;547.452.039.136.551;19.153.855.935.111.800;0
1797;43.052.968.562.115;315.268.535.530.195;48.893.727.346.723.200;0
1798;25.003.916.111.309.100;53.411.577.749.066.100;218.371.342.628.562;0
1799;466.968.926.647.678;341.997.820.041.142;47.324.981.439.056;0
1800;501.124.621.997.587;41.304.637.453.518.700;506.703.292.510.384;0
1801;432.659.003.231.674;447.433.101.194.911;6.194.072.050.483.470;0
1802;678.026.944.561.861;490.379.870.776.087;134.434.731.764.345;0
1803;55.408.705.950.249;433.228.068.151.511;1.030.028.124.769;0
1804;670.488.930.004.649;5.505.304.128.862.920;108.399.137.599.877;0
1805;40.262.597.640.976.200;517.988.581.843.674;6.535.851.950.033.770;0
1806;46.427.499.181.590.900;61.846.535.414.923.000;567.145.055.982.651;0
1807;46.911.197.102.163;23.430.980.812.758.100;426.385.358.792.053;0
1808;5.735.955.243.464.550;34.795.262.857.340.300;10.011.410.682.346;1
1809;345.693.046.390.079;63.640.651.529.189.200;625.452.761.697.167;0
1810;527.974.010.375.328;21.127.010.439.522.600;108.042.349.008.036;0
1811;5.663.039.526.436.480;579.731.614.631.601;844.289.137.257.217;0
1812;452.457.397.524.267;358.244.426.706.806;19.740.099.040.035.500;0
1813;208.036.145.358.346;618.922.501.667.403;75.843.484.908.373;0
1814;57.717.606.790.829.400;487.978.129.191.324;315.322.282.858.557;0
1815;20.647.887.645.755;20.321.645.560.674.300;725.456.868.595.806;0
1816;59.046.457.153.745;36.827.119.524.124.900;8.237.046.828.605.170;0
1817;626.622.588.303.871;252.988.648.773.171;19.659.213.566.813.800;0
1818;336.144.946.096.465;46.473.081.822.041.300;483.778.751.067.317;0
1819;48.765.128.867.235;50.070.416.539.907.500;5.183.859.126.382;0
1820;572.407.569.433.562;41.571.390.764.322.000;313.627.941.832.336;0
1821;499.736.664.630.473;4.391.861.469.391.720;36.389.991.696.954;0
1822;412.559.396.866.709;45.583.265.012.595.700;529.690.777.315.783;0
1823;611.297.231.563.367;351.091.779.656.708;113.027.676.868.696;0
1824;48.938.583.435.956.300;597.079.242.304.899;302.883.461.924.592;0
1825;686.482.413.951.308;279.200.100.218.877;942.570.730.928.511;1
1826;41.250.828.541.815.200;390.781.830.362.976;7.651.577.271.506.500;0
1827;22.415.654.761.716.600;406.872.983.798.385;437.171.544.106.113;0
1828;241.124.993.935.227;359.713.375.223.801;32.854.999.476.636.100;0
1829;41.692.605.176.940.600;62.121.249.806.601.600;170.871.250.339.329;0
1830;23.516.727.697.569.900;273.626.951.933.838;559.905.322.890.733;0
1831;538.122.264.831.327;449.191.522.900.946;32.450.416.673.940.000;0
1832;29.750.294.801.779.100;455.444.554.327.987;362.798.707.739.863;0
1833;22.633.676.922.414.500;375.969.303.091.988;553.520.858.639.322;0
1834;287.138.305.185.363;54.700.845.524.203;193.681.325.684.877;0
1835;63.321.909.266.524;19.487.914.884.463;8.092.982.779.946.220;1
1836;352.765.879.873.186;285.721.331.895.329;6.820.315.403.719.870;1
1837;359.146.093.064.919;608.050.912.762.992;520.996.033.494.828;0
1838;31.568.144.324.701.200;638.639.845.149.592;50.674.100.131.801;0
1839;399.340.674.909.763;316.079.666.293.226;18.474.430.235.095.100;0
1840;486.148.496.787.064;613.012.934.881.262;598.495.078.361.862;0
1841;298.381.248.069.927;258.950.840.602.629;591.364.955.570.739;1
1842;577.453.588.764.183;367.296.103.164.554;55.404.640.473.639;0
1843;44.447.529.297.322;32.718.134.177.383;27.144.031.075.508.800;0
1844;517.680.053.412.914;30.544.511.467.684.100;6.632.036.202.597.320;1
1845;348.911.404.423.416;55.048.935.229.890.000;615.231.449.154.773;0
1846;453.828.078.974.038;425.163.445.896.469;274.245.497.541.323;0
1847;407.194.903.166.965;22.926.914.404.612.000;64.150.862.444.378;1
1848;55.145.785.007.625.800;578.824.586.365.372;896.867.887.727.982;0
1849;487.524.240.789.935;30.763.360.913.377.200;893.478.576.079.228;1
1850;557.634.274.172.597;305.854.479.665.868;791.383.773.387.785;1
1851;364.311.614.120.379;46.452.797.038.480.600;6.783.361.362.639.920;0
1852;40.522.828.283.719.700;63.887.140.834.238.300;77.207.804.890.635;0
1853;424.656.697.479.077;580.165.700.819.343;731.497.632.170.726;0
1854;385.619.440.395.385;458.798.310.379.498;483.111.117.052.535;0
1855;54.957.449.673.675;59.506.367.242.895.000;69.764.632.747.324;0
1856;24.822.069.837.246.000;290.203.788.527.288;23.611.668.022.374.300;0
1857;252.524.877.362.885;23.788.303.747.307.500;43.486.745.161.344.700;0
1858;25.671.742.581.762.400;18.746.455.994.900.300;227.214.762.045.204;0
1859;606.721.455.859.952;430.559.086.166.322;62.796.870.072.868.000;0
1860;607.299.492.391.758;407.735.017.831.437;5.006.850.087.456.420;0
1861;402.407.275.559.381;269.590.053.195.134;7.498.630.446.855.840;1
1862;575.138.174.626.045;330.920.195.085.928;69.214.910.285.276;1
1863;642.873.976.309.784;45.883.906.444.069.000;6.301.594.778.224.120;0
1864;48.428.033.646.196.100;33.932.393.310.125.800;7.718.479.795.185.200;1
1865;55.313.832.247.629.800;25.212.564.835.790.500;973.311.318.882.571;1
1866;270.453.995.722.346;502.212.005.364.709;25.037.883.995.275;0
1867;582.160.719.833.337;27.404.480.647.761.300;958.183.330.584.003;1
1868;347.229.648.311.622;22.223.386.954.050.400;407.341.190.141.951;0
1869;585.037.710.075.267;423.725.129.328.668;705.043.252.621.121;0
1870;552.997.872.396.372;621.931.477.542.967;805.238.128.314.598;0
1871;49.501.905.920.915.300;5.078.811.185.201.620;222.681.958.036.494;0
1872;617.657.090.350.986;599.558.734.656.312;36.496.431.030.705.100;0
1873;48.430.993.668.735;185.080.935.861.915;606.964.909.380.359;1
1874;663.669.574.237.429;415.761.699.704.453;465.011.565.756.224;0
1875;553.207.800.071.687;29.417.216.334.492;59.907.169.731.882.700;0
1876;487.742.881.570.011;62.840.849.126.223.400;372.848.334.170.117;0
1877;616.799.531.551.078;241.914.257.979.952;30.600.301.677.130.300;0
1878;61.485.179.599.840.100;601.881.995.359.436;32.116.702.808.546.300;0
1879;244.024.401.693.605;520.275.973.733.515;101.218.538.140.203;0
1880;212.589.027.755.894;54.224.563.381.169.000;706.619.738.681.604;0
1881;487.636.805.442.162;280.602.953.033.522;817.205.250.385.158;1
1882;2.440.689.381.212;379.053.184.995.428;173.340.311.054.441;0
1883;616.935.863.089.748;25.684.226.048.179.000;15.688.636.891.672;0
1884;22.748.033.043.462.700;26.940.717.251.040.000;10.862.991.134.456.100;0
1885;214.799.467.171.542;24.314.280.502.498.100;10.980.733.647.218.800;0
1886;512.866.564.025.171;45.859.827.140.346.200;113.423.438.387.685;0
1887;271.536.639.239.639;488.180.328.309.536;31.775.173.724.981.800;0
1888;36.370.493.976.865;396.707.891.300.321;28.552.160.995.866.900;0
1889;324.005.449.586.548;616.792.393.168.435;35.917.975.053.486.200;0
1890;604.341.644.258.238;632.186.164.692.976;247.424.811.229.965;0
1891;57.303.479.760.885.100;5.215.536.584.705.110;104.916.321.514.839;0
1892;429.946.822.393.686;36.425.610.730.890.200;4.453.824.616.990.560;0
1893;68.339.807.940.647;233.653.235.542.588;250.586.839.812.077;0
1894;492.923.031.374.812;206.223.270.054.907;967.134.588.168.133;0
1895;57.802.429.695.148;43.041.728.856.042.000;679.659.093.473.349;0
1896;507.793.807.936.832;394.359.148.116.782;6.859.836.595.599.030;0
1897;359.939.897.595.905;539.390.205.498.785;9.389.580.488.374.200;0
1898;21.771.129.341.796;336.877.787.308.767;35.044.554.839.511.900;0
1899;614.148.012.641.817;56.889.189.159.963.200;974.360.925.907.749;0
1900;357.846.634.858.288;465.478.702.839.464;110.202.890.548.355;0
1901;24.791.186.703.369;396.432.714.527.473;484.468.098.269.435;0
1902;490.487.573.598.512;52.051.793.707.534.700;636.311.366.818.686;0
1903;698.520.587.221.719;62.202.313.144.691.200;924.626.505.750.173;0
1904;212.177.474.563.941;213.656.869.572.587;269.076.813.397.945;1
1905;4.803.106.741.048.400;436.701.637.604.274;782.632.590.939.549;0
1906;640.723.132.225.685;611.583.992.317.319;24.260.086.222.937.600;0
1907;566.894.638.980.739;41.003.400.320.187.200;5.740.591.697.530.910;0
1908;457.692.595.245.317;558.271.972.807.124;823.647.651.886.542;0
1909;350.204.887.730.069;249.919.104.841.538;6.832.803.041.888.820;1
1910;567.519.285.064.191;592.044.248.851.016;787.733.004.149.761;0
1911;27.363.631.797.488.700;443.864.208.948.798;321.526.309.296.887;0
1912;484.557.174.076.326;274.762.682.910.077;17.805.073.342.770.600;0
1913;214.240.913.325.921;369.184.383.805.841;17.952.239.577.898.300;0
1914;6.999.233.271.228.150;41.771.231.430.117;52.872.190.279.850.900;0
1915;681.102.399.528.027;321.715.747.234.412;11.029.667.709.698.800;1
1916;48.015.554.742.887.500;28.241.796.202.491.900;540.082.423.765.092;0
1917;231.022.177.892.737;357.616.833.699.867;17.795.745.284.350.700;0
1918;461.348.541.360.348;548.654.459.267.855;871.661.125.941.204;0
